Aal;tripsk;'tripsk;
Spontanität;rawm;;
Sport;mil;;
sportlich;milt;;
Spott;doil;;
spotten;doilell;;
spöttisch;doilt;;
Sprache;rulk;;
Spray;crish;;
Sprechblase;relkveych;;
sprechen;relkell;;
sprechend;relkellp;;
Sprecher;relker;;
Sprechgeschwindigkeit;relkqilsh;;
Sprechstörung;relkmalikem;;
Sprechstunde;relkmatash;;
spreizen;velverrashell;;
sprengen;srilchell;;
Sprengstoff;srilchtrilm;;
Sprengung;srilchem;;
sprießen;doltashell;;
Springbrunnen;dinchrkroil^ch;;
springen;dinchrell;;
Sprint;bortion;;
sprinten;bortionell;;
Spritze;trelm;;
spritzen;trelmell;;
Spruch;relkoi;;
sprudeln;cekshell;;
sprühen;puntionell;;
Sprung;dinchrem;;
Spucke;cenash;;
spucken;cenashell;;
Spuk;froil;;
spuken;froilell;;
Spule;cikash;;
spulen;cikashell;;
spülen;diationell;;
Spülmaschine;diationblurch;;
Spülung;diationem;;
Spur;jeyblî;;
spüren;fîptionell;;
Spurensicherung;jeyblîsjorxem;;
spurlos;jeyblîlept;;
Staat;krim;;
staatlich;krimt;;
Staatsverschuldung;krimjawsroizerrashem;;
Stab;joumon;;
stabil;cistiont;;
stabilisieren;cistionell;;
Stabilität;cistion;;
Stachel;kutroil;;
stachlig;kutroilt;;
Stadion;kréroil;;
Stadt;relcem;;
Staffel;pîkchr;;
staffeln;pîkchrell;;
Staffelung;pîkchrem;;
Stahl;sheyx;;
Stall;kelron;;
Stamm;mewm;;
stammeln;tûmûnell;;
stammen;mewmell;;
stampfen;tankerrashell;;
Stand;onchr;;
Standard;gilp;;
Standbein;onchrdrún;;
Standbild;onchrkûnash;;
Ständer;onchref;;
ständig;onchrrasht;;
Stange;blím;;
stanzen;peschrell;;
Stapel;jilash;;
stapeln;jilashell;;
stapfen;kispershell;;
Star;klîk;;
stark;trúlt;;
Stärke;trúl;;
stärken;trúlell;;
stärker;trúltem;;
starr;kîlp;;
starrköpfig;kîlpgordosht;;
Start;chpash;;
starten;chpashell;;
Station;meyx;;
Statistik;bursthûk;;
statistisch;bursthûkt;;
statt;bloc;;
stattdessen;blocdilp;;
stattfinden;blocmeymell;;
Statue;putroil;;
Status;nîp;;
Stau;sîbash;;
Staub;tóloktion;;
stauben;tóloktionell;;
staubig;tóloktiont;;
Staubsauger;tóloktionwouchrol;;
stauen;sîbashell;;
staunen;kilpárell;;
stechen;tromblashell;;
Steckbrief;clamkulrosh;;
Steckdose;clambîlash;;
stecken;clamell;;
Stecken;pouron;;
Steckenpferd;pouronäzor;;
Stecker;clamef;;
Steckerleiste;clamefpurok;;
stehen;ontionell;;
Stehlampe;ontionríploi;;
stehlen;klektionell;;
Stehplatz;ontionronchr;;
steigen;lemchrell;;
steigern;jolroilell;;
Steigerung;jolroilem;;
steil;ostasht;;
Stein;shatch;;
Steinbock;oilesk;;
Steinbruch;shatchchlachr;;
steinig;shatcht;;
steinigen;shatchell;;
Stelle;purtion;;
stellen;purchell;;
Stellplatz;purchronchr;;
Stellung;purchem;;
Stellvertretung;purchjawsneyxem;;
Stempel;getroil;;
stempeln;getroilell;;
sterben;splurchell;;
sterblich;splurcht;;
Sterblichkeit;splurch;;
steril;koperroilt;;
Sterilisation;koperroilem;;
sterilisieren;koperroilell;;
Sterilität;koperroil;;
Stern;mon;;
Sternbild;monkûnash;;
Sternzeit;monlouk;;
stetig;mîntiont;;
Stetigkeit;mîntion;;
stets;roup;;
Steuer;cenon;;
Steuer;klírón;;
steuern;cenonell;;
Steuerung;cenonem;;
Stich;tromblatch;;
Stichwahl;tromblatchjeyxír;;
Stick;hialk;;
sticken;osrolmell;;
Stiefel;tárolm;;
Stier;oisk;;
Stift;rénoil;;
stiften;minrashell;;
Stiftung;minrashem;;
Stil;gush;;
still;enkrûlt;;
Stille;enkrûl;;
Stillstand;enkrûltonchr;;
Stimme;fralch;;
stimmen;fralchell;;
Stimmung;fralchem;;
Stinkbombe;plelpfropsh;'plelp.fropsh;
stinken;plelpell;;
Stirn;prîp;;
Stock;ârbash;;
Stoff;trilm;;
stolpern;truschrell;;
Stolz;belkchr;;
stolz;belkchrt;;
stolzieren;belkchrell;;
Stop;tvash;;
stopfen;reshell;;
stoppen;tvashell;;
Storch;espernomsk;;
stören;malikell;;
stornieren;glifashell;;
Stornierung;glifashem;;
Storno;glifk;'glifk;
Störung;malikem;;
Stoß;drílp;;
stoßen;drílpell;;
strafbar;fluktionfe^chtiont;;
Strafe;fluktion;;
strafen;fluktionell;;
straff;coulchrt;;
straffen;coulchrell;;
Straftat;fluktionsilf;;
Strahl;chapash;;
strahlen;chapashell;;
strahlend;chapashellp;;
Strahlung;chapashem;;
stramm;krúnt;;
Strand;lúbash;;
stranden;lúbashell;;
Straße;purjerring;;
Strategie;tîertion;;
strategisch;tîertiont;;
sträuben;bîstionell;;
streben;bílell;;
Streber;bíler;;
Streckbank;gîchrkewk;;
Strecke;gîchrír;;
strecken;gîchrell;;
Streckenrekord;gîchrírplush;;
Streckmuskel;gîchrporop;;
Streckung;gîchrem;;
streicheln;málîmell;;
streichen;lawchrell;;
Streifen;bolkash;;
streifen;bolkashell;;
Streifenhörnchen;bolkashkrílníl;;
Streit;cvash;;
streiten;cvashell;;
Streitkraft;cvashspîn;;
streng;kort;'kort;
strengstens;kortest;;
Stress;chûk;;
Streu;fuption;;
streuben;hîalchrell;;
streuen;fuptionell;;
streunen;ulmshell;;
Streuner;ulmsher;;
Streuung;fuptionem;;
Strich;lawchr;;
Stroh;vosh;;
Strohhalm;voshwinktion;;
Strom;swaption;;
strömen;swaptionell;;
Stromschnelle;swaptionwenash;;
Strömung;swaptionem;;
strotzen;sawperroilell;;
Struktur;jornash;;
strukturieren;jornashell;;
Stube;qonok;;
stubenrein;qonokwelkt;;
Stück;îfrotch;;
Stückchen;îfrotchníl;;
Stückliste;îfrotchstroil;;
Studie;roulashk;;
studieren;roulashell;;
Studio;halmash;;
Studium;roulash;;
Stufe;érilien;;
stufen;érilienell;;
Stuhl;amash;;
Stummel;babash;;
Stumpf;rîperrash;;
stumpf;rîperrasht;;
Stunde;matash;;
Sturm;strolox;;
stürmen;stroloxell;;
stürmisch;stroloxt;;
Sturz;cutch;;
stürzen;cutchell;;
Stütze;vîlchr;;
stutzen;kew^tionell;;
stützen;vîlchrell;;
stutzig;kew^tiont;;
Stützpunkt;vîlchrkelx;;
Substanz;shvouk;;
Suchbegriff;trapashsonntrelchír;;
Suche;trapash;;
suchen;trapashell;;
Suchfunktion;trapashcaption;;
Sucht;knasch;;
süchtig;knascht;;
Süden;trilchr;;
südlich;trilchrt;;
Summe;prîf;;
Sumpf;gáf;;
Sünde;buzash;;
sünden;buzashell;;
sündhaft;buzashfrált;;
sündig;buzasht;;
super;chomt;;
Superheld;chomtrouchap;;
Suppe;elrúk;;
surfen;márîchrell;;
surreal;núkusprilt;;
süß;mrícht;;
Symbol;fîerrash;;
symbolisieren;fîerrashell;;
Sympatie;júrechr;;
sympatisch;júrechrt;;
Symptom;bîldew;;
symptomatisch;bîldewt;;
synchron;trúasht;;
synchronisieren;trúashell;;
Synchronisierung;trúashem;;
Syntax;pîschr;;
System;îrîsh;;
systematisch;îrîsht;;
Szene;kulhutch;;
tabellarisch;golmingt;gol.mingt;
Tabelle;golming;gol.ming;
Tablett;trashok;;
Tablette;nalchuk;;
Tag;roution;;
Tagebuch;routionsolotch;;
Taifun;bosch;;
Takt;clish;;
Taktik;flektion;;
taktisch;flektiont;;
taktlos;clishlept;;
Tal;sitch;;
Talent;rawch;;
talentiert;rawcht;;
Tank;gechr;;
tanken;gechrell;;
Tankstelle;gechrpurtion;;
Tante;gawlin;;
Tanz;yotash;;
tanzen;yotashell;;
Tapete;flistox;;
tappen;murmîell;;
Tarif;pilruk;;
tarnen;cîproshell;;
Tarnung;cîproshem;;
Tasche;letch;;
Taschengeld;letchchîlch;;
Taschenlampe;letchríploi;;
Taschenrechner;letchjelchrol;;
Taschentuch;letchprelx;;
Tasse;kûlk;'kûlk;
Tastatur;routop;;
Taste;droulk;;
tasten;droulell;'drou.lell;
Tat;silf;;
tatenlos;silflept;;
Täter;silfer;;
tätig;minmt;;
tätigen;minmell;;
Tätigkeit;minm;;
Tatort;silflílc;;
Tatsache;silfhewchr;;
tatsächlich;silfhewchrt;;
Tatzeit;silflouk;;
taub;krúlt;;
Taube;belonsk;;
tauchen;roichell;;
Taucher;roichap;;
tauen;stoumell;;
taugen;trawchrell;;
tauglich;trawchrt;;
Tauglichkeit;trawchr;;
taumeln;mesmashell;;
Tausch;beltion;;
tauschen;beltionell;;
täuschen;houkchell;;
Täuschung;houkchem;;
tausend;säl;;
tawf;euch;;
Team;kruk;;
Technik;galchr;;
technisch;galchrt;;
Technologie;pîkash;;
technologisch;pîkasht;;
Tee;sreyc;;
Teebeutel;sreyclapsh;;
Teich;tustroif;;
Teig;bam;;
Teil;ächr;;
teilbar;ächrfe^chtiont;;
Teilbarkeit;ächrfe^chtion;;
teilen;ächrell;;
Teilnahme;ächrkrench;;
Teilnahmebedingung;ächrkrenchkroltionem;;
teilnehmen;ächrkrenchell;;
Teilnehmer;ächrkrenchap;'ä.chr.kren.chap;
teils;ächref;;
teilweise;ächrrélt;;
tele;nial;;
Telefon;nialash;;
telefonieren;nialashell;;
Telepath;nialpasher;;
Teller;zilnem;;
Tempel;skrílchr;;
Temperatur;plî;;
temperieren;plîell;;
Temperierung;plîem;;
tempern;plîshell;;
Temperofen;plîshbrinsh;;
Tempo;rurlol;;
Tendenz;wincem;;
Teppich;drilnitch;;
Termin;hexrolm;;
terminieren;hexrolmell;;
Terminkalender;hexrolmsetrup;;
Terrasse;oskin;'os.kin;
Terror;krulch;;
terrorisieren;krulchell;;
Test;níction;;
Testament;bluk;;
testen;níctionell;;
teuer;lflasht;;
Teufel;knasher;;
teuflisch;knasht;'knasht;
Text;dîroil;;
texten;dîroilell;;
Texter;dîroiler;;
Textur;trun;;
texturieren;trunell;;
Theater;grilf;;
Theke;romash;;
Thema;lántion;;
thematisieren;lántionell;;
Theorie;brutch;;
Therapie;smîchash;;
Thron;renchr;;
thronen;renchrell;;
Tick;komash;;
ticken;komashell;;
Ticket;trashem;;
tief;dorkt;;
Tiefe;dork;;
Tier;atrom;;
tierisch;atromt;;
Tiger;nilosk;;
tilgen;bonshell;;
Tilgung;bonshem;;
Timer;loukrol;'louk.rol;
Timing;loukash;'lou.kash;
Tipp;breysh;;
tippen;breyshell;;
Tiramisu;lorting;;
Tisch;wention;;
Tischtuch;wentionprelx;;
Titel;solmtion;;
Titelleiste;solmtionpurok;;
Titelverteidiger;solmtioninproktionot;;
Titelverteidigung;solmtioninproktionem;;
toben;hiftionell;;
Tochter;gorfin;;
Tod;gotch;;
tödlich;gotcht;;
Tofu;jink;;
Toilette;tormosh;'tor.mosh;
tolerant;wiktiont;;
Toleranz;wiktion;;
tolerieren;wiktionell;;
toll;blusht;;
Tollwut;blushttauerrash;;
Tomate;rautrí;;
Ton;brulsh;;
Tonne;kreychoil;;
Topf;promp;;
Tor;chtoil;;
Torhüter;chtoilzoillok;;
töricht;pricht;;
torkeln;frimerrolmell;;
Tornado;bûlash;;
Torte;kulush;;
tot;gotcht;;
total;wîerrimt;;
Totalschaden;wîerrimtbesnitch;;
Tote;gotchap;;
töten;gotchell;;
Tötung;gotchem;;
Trab;nauchr;;
traben;nauchrell;;
trachten;cechrell;;
Tradition;bîrolm;;
traditionell;bîrolmt;;
tragbar;witchfe^chtiont;;
träge;osmopt;;
tragen;witchell;;
Tragfläche;witchhawchr;;
Trägheit;osmop;;
Tragik;yonlash;;
tragisch;yonlasht;;
Tragödie;yonlashau;;
Tragweite;witchérash;;
Trainer;kritioner;;
trainieren;kritionell;;
Training;krition;;
trampeln;nigashell;;
Träne;skralx;;
Trank;sîstion;;
Tränke;lischr;;
tränken;lischrell;;
trans;xil;;
transparent;ilwift;'il.wift;
Transparenz;ilwif;'il.wif;
Transport;xilritch;;
Transporter;xilritchrolk;;
transportieren;xilritchell;;
Traube;xim;;
trauen;grokell;;
trauen;hewlell;;
Trauer;shawlinsh;;
trauern;shawlinshell;;
träufeln;pinshell;;
Traum;oub;;
Trauma;bilsprash;;
träumen;oubell;;
traumhaft;oubfrált;;
traurig;shawlinsht;;
Trauung;hewlem;;
Trauzeuge;hewltratchap;;
Treffen;interplash;;
treffen;interplashell;;
Treffer;interplashk;;
treiben;alashell;;
Trend;bíyurch;;
trendig;bíyurcht;;
trennen;cenchrell;;
Trennung;cenchrem;;
Treppe;chinlop;;
Tresor;gekrop;;
Tretboot;neyxkisch;'neyx.kisch;
treten;neyxell;;
Tretmine;neyxwîlkosh;'neyx.wîl.kosh;
treu;droumt;;
Trick;fragash;;
tricksen;fragashell;;
Trieb;alash;;
Triebwerk;alashkrílon;;
triftig;krülasht;;
Triller;milftion;;
trillern;milftionell;;
trinken;sîstionell;;
Trinkgeld;sîstionchîlch;;
Tritt;neyxír;;
Triumph;lashrolm;;
triumphal;lashrolmt;;
triumphieren;lashrolmell;;
trocken;tawroilt;;
trocknen;tawroilell;;
Trocknung;tawroilem;;
Trommel;prution;;
trommeln;prutionell;;
Tropfen;zash;;
tropfen;zashell;;
Trophäe;králash;;
tropisch;preft;;
Trost;kanchr;;
trösten;kanchrell;;
trostlos;kanchrlept;;
Trottel;pnotchap;;
trotz;rish;;
Trotz;rition;;
trotzdem;rishbey;;
trotzen;ritionell;;
trotzig;ritiont;;
trüb;gomchrt;;
trüben;gomchrell;;
Trübung;gomchrem;;
trudeln;kel^chdell;;
Trug;séprúl;;
trügen;séprúlell;;
trügerisch;séprúlt;;
Truhe;wílch;;
Trümmer;bleptions;;
Trumpf;pruchr;;
Trümpfe;pruchrs;;
trumpfen;pruchrell;;
Trunk;sîstion;;
Truppe;romp;;
Tschüss;meylím;;
Tube;zolkosh;;
Tuch;prelx;;
Tücke;kontion;;
tückisch;kontiont;;
tüfteln;banarashell;;
Tulpe;eflien;;
tummeln;bushell;;
Tummelplatz;bushronchr;;
Tumor;pîsn;;
Tumult;meytgrom;;
tun;silell;;
tunlich;silt;;
Tunnel;nüchr;;
Tür;leftouk;;
Turban;stîk;;
Turbo;qilip;;
Türkis;orsp;;
Türklinke;leftoukfrinsh;;
Turm;hokatch;;
türmen;hokatchell;;
turnen;kvipashell;;
Turnier;kushuk;;
Tusche;boltion;;
Tüte;cílash;;
Typ;plûk;;
Typ;plûker;;
typisch;plûkt;;
typisieren;plûkell;;
üben;gutionell;;
über;nop;;
überall;sîrip;;
Überblick;noploknitch;;
überbrücken;noptíreltionell;;
Überbrückung;noptíreltionem;;
überdachen;nopmlúlell;;
Überdachung;nopmlúlem;;
Überdruck;nopploich;'nop.ploich;
übereinander;nopelmglamt;;
Überfall;nopplîx;;
überfallen;nopplîxell;;
überfällig;nopsmîtiont;;
überfluten;nopgrîpell;;
überfordern;nopkialshell;;
Überforderung;nopkialshem;;
Übergabe;nopinchrír;;
Übergang;noporschr;;
übergeben;nopinchrell;;
Übergewicht;nopkilchr;;
überhaupt;lorch;;
überheblich;nopsîmcht;;
Überleben;nopgurm;;
überleben;nopgurmell;;
Überlebende;nopgurmer;;
überlegen;nopeschell;nop.'es.chell;
übermitteln;noppawstionell;;
Übermittlung;noppawstionem;;
übermorgen;nopmanelch;;
Übermut;noprafash;;
übermütig;noprafasht;;
Übernahme;nopkrench;;
übernehmen;nopkrenchell;;
überprüfen;nopmeronell;;
überqueren;nopdrîpell;;
überraschen;cintionell;;
Überraschung;cintionem;;
überrunden;nopxurchrell;;
überschreiten;nopdorftionell;;
Überschreitung;nopdorftionem;;
übersetzen;nopwinashell;;
Übersetzung;nopwinashem;;
Übersicht;nopprau;;
übersteuern;nopcenonell;;
übertragen;nopwitchell;;
Übertragung;nopwitchem;;
übertreiben;nopalashell;;
übertrumpfen;noppruchrell;;
überwachen;nopcûlell;;
Überwachung;nopcûlem;;
überweisen;nopókoshell;;
Überweisung;nopókoshem;;
überzeugen;noptratchell;;
Überzeugung;noptratchem;;
übrig;lîlt;;
übrigens;lîlk;;
Übung;gutionem;;
Ufer;koulon;;
uferlos;koulonlept;;
Uhr;skorf;;
Uhrzeiger;skorffleychef;;
Uhrzeigersinn;skorffleychefcektion;;
Ulk;kren;;
ulkig;krent;;
Ultimatum;tulchr;;
ultra;nisp;;
Ultraschall;nisphuption;;
ultraviolett;nispdrensp;;
um;new;;
umarmen;newelshell;;
Umarmung;newelshem;;
umbenennen;newsonntreschrell;;
umblättern;newjeychell;;
umbringen;newtanell;;
umfahren;new'kurchell;new.'kur.chell;
umfahren;'newkurchell;'new.kur.chell;
umfallen;newplîxell;;
Umfang;newklesch;;
umfangen;newkleschell;;
Umgang;neworschr;;
umgeben;newinchrell;;
Umgebung;newinchrem;;
Umgehung;neworstionem;;
umhauen;newcumchrell;;
umhüllen;newnectionell;;
umkippen;newfturmell;;
Umkreis;newcilx;;
Umlage;newestion;;
Umlaufbahn;newdorchrulrash;;
umlegen;neweschell;;
umleiten;newspratchell;;
Umleitung;newspratchem;;
umrühren;newflämell;;
umrunden;newxurchrell;;
Umschau;newgreyx;;
umschauen;newgreyxell;;
Umschlag;newprotm;;
umschlagen;newprotmell;;
umsehen;newprîell;;
umsetzen;newwinashell;;
Umsetzung;newwinashem;;
Umsicht;newprau;;
umsichtig;newpraut;;
umso;ol;'ol;
umsonst;newskrî;;
Umstand;newonchr;;
umständlich;newonchremt;;
Umwelt;newsurtion;;
umwerfend;newoutionellp;;
umziehen;newwunashell;;
Umzug;newwunchr;;
unabhängig;núqäeftashroilt;;
Unabhängigkeit;núqäeftashroil;;
unangenehm;núempkuproilt;;
unanständig;núemponchrrasht;;
unappetitlich;núvîchrt;;
unartig;núqasht;;
unbedingt;núkroltiont;;
unbefristet;núsonnwapashat;;
unbefugt;núkouchrt;;
Unbefugte;núkouchrer;;
unbegrenzt;núsonnbruklasht;;
unbemerkt;sonnpoktiont;;
unbescholten;núsonnyushat;;
unbeweglich;nútriusht;;
und;aw;;
unendlich;núcúmtiont;;
Unendlichkeit;núcúmtion;;
unerträglich;núawbwitcht;;
unfair;núrilasht;;
Unfall;bîterrash;;
unfassbar;núdírímfe^chtiont;;
ungeahnt;núgripashat;;
ungeeignet;núpeyrolmat;;
ungefähr;okew;;
ungeheuerlich;núgrítiont;;
ungehobelt;núepsishat;;
ungemütlich;núfelxt;;
ungenügend;núvoroilellp;;
ungerecht;núsîasht;;
ungestört;númalikat;;
ungewiss;núîtashp;;
ungewöhnlich;núnîchrt;;
unglaublich;núsencht;;
Unglück;núemtosh;;
ungültig;núzîcht;;
unheilbar;nútóroilfe^chtiont;;
unheimlich;núpelotcht;;
Universum;srawch;;
Unkraut;nútrilp;;
unmelodisch;núwilpasht;;
unmittelbar;núpawstionfe^chtiont;;
unmoralisch;núklîtiont;;
Unordnung;núfîltionem;;
unpassend;núcefchrellp;;
Unrecht;núspil;;
Unruhe;núäkrûl;;
unruhig;núäkrûlt;;
uns;vîlf;;
uns;vîlm;;
unsäglich;núminchasht;;
Unsäglichkeit;núminchash;;
unscheinbar;núyévalashfe^chtiont;nú.yé.va.lash.'fe^ch.tiont;
unschlagbar;núprotmfe^chtiont;;
Unschuld;núroizerrash;;
unser;vîlp;;
unsererseits;vîlptewtiont;;
unsicher;nújorxt;;
Unsicherheit;nújorx;;
unsichtbar;núpraufe^chtiont;;
Unsichtbarkeit;núpraufe^chtion;;
Unsinn;núcektion;;
unsinnig;núcektiont;;
unsterblich;núsplurcht;;
untätig;núminmt;;
Untätigkeit;núminm;;
unten;nox;;
unter;nok;;
unterbinden;nokrauchrell;;
unterbrechen;nokchlashell;;
Unterbrechung;nokchlashem;;
unterbreiten;nokshîmell;;
unterbringen;noktanell;;
Unterdruck;nokploich;'nok.ploich;
unterdrücken;nokploichrell;;
Unterdrückung;nokploichrem;;
untere;noxt;;
untereinander;nokelmglamt;;
unterfordern;nokkialshell;;
Unterforderung;nokkialshem;;
Untergang;nokorschr;;
untergehen;nokorstionell;;
untergraben;nokprilroilell;;
Untergrabung;nokprilroilem;;
unterhalb;nokplaunt;;
unterhalten;nokmashell;;
Unterhaltung;nokmashem;;
Unterkunft;reskon;;
Unterlage;nokestion;;
Unterlegscheibe;nokeschpurlol;;
untermauern;noksherashell;;
Untermauerung;noksherashem;;
Unternehmen;nokkrench;;
unternehmen;nokkrenchell;;
Unternehmer;nokkrenchap;;
unterordnen;nokfîltionell;;
unterscheiden;noktrolmell;;
Unterscheidung;noktrolmem;;
Unterschied;noktrolmír;;
unterschiedlich;noktrolmírt;;
Unterschiedlichkeit;noktrolmírkoul;;
unterschiedslos;noktrolmírlept;;
Unterschlupf;nokkoilash;;
unterschreiben;nokchinvell;;
Unterschrift;noksimash;;
unterste;noxtes;;
unterstellen;nokpurchell;;
Unterstellung;nokpurchem;;
unterstützen;nokvîlchrell;;
Unterstützung;nokvîlchrem;;
untersuchen;noktrapashell;;
Untersuchung;noktrapashem;;
unterwandern;noknortionell;;
Unterwanderung;noknortionem;;
unterwegs;noklím;;
Untote;núgotchap;;
untreu;núdroumt;;
unverkäuflich;nújawsbelchrt;;
unverschämt;nújawsmilashat;;
unvorhersehbar;nútatloudprîfe^chtiont;;
Unvorhersehbarkeit;nútatloudprîfe^chtion;;
unvorstellbar;nútatpurchfe^chtiont;;
Unwesen;núroblosh;;
Unwetter;núîhatch;;
unwiderruflich;nútexkeypt;nú.'tex.keypt;
unwiderstehlich;nútexontiont;;
unzulässig;núkíhoulasht;;
Upload;krontelchrem;;
ur;yin;'yin;
uralt;yinfrawchrt;'yin.fraw.chrt;
Uranus;âranusd;;
Urin;lelop;;
urinieren;lelopell;;
Urlaub;kelnîtion;;
Ursache;yinhewchr;;
ursächlich;yinhewchrt;'yin.hew.chrt;
Ursprung;yushroilem;;
Urteil;prukchr;;
urteilen;prukchrell;;
Vagina;línush;;
variabel;hexasht;;
Variable;hexashp;;
Variante;hextion;;
Variation;hexash;;
variieren;hexashell;;
Vase;jolk;'jolk;
Vaseline;píkrof;;
Vater;wíker;;
väterlich;wíkt;;
vegan;goukt;;
Veganismus;gouk;;
Vegetarier;osprîker;;
vegetarisch;osprîkt;;
Vektor;snelch;;
Vene;dolk;;
Ventil;yawtion;;
Ventilation;yawchr;;
Ventilator;yawchrrol;;
ventilieren;yawchrell;;
Ventilierung;yawchrem;;
Venus;venusd;;
verabschieden;jawsqätrolmírell;;
Verabschiedung;jawsqätrolmírem;;
veralbern;jawspoustionell;;
verändern;jawsdoletchell;;
Veränderung;jawsdoletchem;;
verankern;jawsgaplashell;;
verantworten;jawsmíklashell;;
verantwortlich;jawsmíklasht;;
Verantwortung;jawsmíklashem;;
verantwortungsvoll;jawsmíklashembít;;
verarbeiten;jawsmelkurchell;;
Verarbeitung;jawsmelkurchem;;
verärgern;jawspolashell;;
Verärgerung;jawspolashem;;
verarzten;jawspalxell;;
Verätzung;jawschátionem;;
Verband;jawsraution;;
verbannen;jawspíperrashell;;
verbeißen;jawsröshell;;
verbergen;jawshûtchell;;
verbessern;jawswîtiontemell;;
Verbesserung;jawswîtiontemem;;
verbeugen;jawsloschell;;
Verbeugung;jawsloschem;;
verbiegen;jawslútashell;;
verbieten;jawsturlell;;
verbinden;jawsrauchrell;;
Verbindung;jawsrauchrem;;
verbissen;jawsröshat;;
verbitten;jawstaulell;;
Verbitterung;jawsvaltionem;;
verblassen;jawséyitionell;;
Verbot;jawsturl;;
Verbrauch;jawswestion;;
verbrauchen;jawswestionell;;
Verbrechen;jawschlash;;
verbreiten;jawsshîmell;;
verbreitet;jawsshîmat;;
verbrennen;jawsshawlell;;
verbringen;jawstanell;;
verbrühen;jawsvroshell;;
verbuchen;jawssolotchell;;
verbünden;jawsrîknell;;
verbürgen;jawsdrokashell;;
Verdacht;pulchr;;
verdächtig;pulchrt;;
verdächtigen;pulchrell;;
Verdächtiger;pulchre;;
Verdächtigung;pulchrem;;
verdammen;klurchell;;
verdammt;klurchat;;
verdauen;kroxtashell;;
Verdauung;kroxtashem;;
verdecken;jawsbouldell;;
verderben;jawsmauchell;;
verdienen;jawsrialchrell;;
Verdienst;jawsrialchr;;
verdrängen;jawsmelchrell;;
Verdrängung;jawsmelchrem;;
verdreifachen;jawsnauprawlell;;
verdreschen;jawssuperrashell;;
verdrießen;gabashell;;
Verdruss;gabash;;
verdunkeln;jawslároilell;;
Verdunkelung;jawslároilem;;
verdünnen;jawsfrelchrell;;
Verdünnung;jawsfrelchrem;;
verdursten;jawslîcell;;
veredeln;jawsílortionell;;
Veredelung;jawsílortionem;;
vereidigen;jawsbîldell;;
Vereidigung;jawsbîldem;;
vereinbaren;lexerrashell;;
Vereinbarung;lexerrashem;;
vereinen;jawsdauldrolmell;;
vereinfachen;jawsdauldrawlell;;
Vereinfachung;jawsdauldrawlem;;
vereinigen;jawsdauldroilell;;
Vereinigung;jawsdauldroilem;;
vereisen;jawskawlashell;;
verenden;jawscúmchrell;;
verewigen;jawskûlroilell;;
Verfahren;jawskurch;;
verfahren;jawskurchell;;
verfärben;jawsmurmell;;
verfärbt;jawsmurmat;;
verfassen;jawsdírímell;;
Verfassung;jawsdírímem;;
verfaulen;jawslingell;;
verfaulte;jawslingat;;
verfehlen;jawsmurcell;;
Verfehlung;jawsmurcem;;
verfeinern;jawsaltionell;;
verfluchen;jawsqoumell;;
verflucht;jawsqoumat;;
verfolgen;jawschtashell;;
Verfolgung;jawschtashem;;
verformen;jawscatchell;;
Verformung;jawscatchem;;
verfrüht;jawsdexat;;
verfügbar;jawssprurmfe^chtiont;;
Verfügbarkeit;jawssprurmfe^chtion;;
verfügen;jawssprurmell;;
Verfügung;jawssprurmem;;
verführen;jawsrutchell;;
Verführer;jawsrutchap;;
Verführung;jawsrutchem;;
vergammeln;jawsjetionell;;
Vergangenheit;jawsorstionatch;;
vergeben;jawsinchrell;;
vergeblich;jawsinchrt;;
Vergebung;jawsinchrem;;
Vergehen;jawsorstion;;
vergehen;jawsorstionell;;
vergessen;endrashell;;
vergeßlich;endrasht;;
Vergeßlichkeit;endrash;;
vergewaltigen;jawsprorchell;;
Vergewaltiger;jawsprorchap;;
Vergewaltigung;jawsprorchem;;
vergiften;jawsflashtionell;;
Vergleich;jawsdelvnchr;;
vergleichen;jawsdelvnchrell;;
Vergnügen;jawsshîlash;;
vergnügen;jawsshîlashell;;
vergolden;jawsskulell;;
vergrößern;jawsgrapell;;
vergünstigen;jawswelixell;;
Vergünstigung;jawswelixem;;
Verguss;jawsmurvestionír;;
verhaften;jawsgrofashell;;
Verhaftung;jawsgrofashem;;
Verhalten;jawsmash;;
verhalten;jawsmashell;;
Verhältnis;jawsmashtion;;
verhandeln;jawstrindell;;
Verhandlung;jawstrindem;;
verhängen;jawseftashell;;
Verhängnis;jawseftosh;;
verhängnisvoll;jawseftoshbít;;
verharmlosen;jawsburstashell;;
verharren;jawskelrîell;;
verheimlichen;jawspelotchell;;
verheiratet;jawsauroilat;;
verhexen;jawscukchell;;
verhindern;jawsdashchrell;;
Verhinderung;jawsdashchrem;;
verhökern;jawsílishenell;;
Verhör;jawsdílash;;
verhören;jawsdílashell;;
verhungern;jawsspawkell;;
verhüten;jawszoilell;;
Verhütung;jawszoilem;;
verirren;jawshawfrilell;;
verjagen;jawsmewchrell;;
Verkauf;jawsbelchr;;
verkaufen;jawsbelchrell;;
Verkäufer;jawsbelchrer;;
Verkäuferin;jawsbelchrin;;
Verkehr;jawsbliash;;
verkehren;jawsbliashell;;
Verkehrsschild;jawsbliashkemtash;;
verkehrt;jawsbliashat;;
verkeilen;jawswîchrell;;
verklagen;jawscrunashell;;
verkleinern;jawsgrilpell;;
verknüpfen;jawsqîerrashell;;
